code,codeseq,desc,gen_desc,acc_code
"5143","01"," T-tube insertion choledochostomy"," Insertion of choledochohepatic tube for decompression"," ",
"5149","01"," Remove Rt IHD bile duct hepatic stone"," Incision of other bile ducts for relief of obstruction"," ",
"5149","02"," Dilated CBD"," Incision of other bile ducts for relief of obstruction"," ",
"515","00",""," Other incision of bile duct","*",
"5151","01"," CBD exploration"," Exploration of common duct"," ",
"5151","02"," Choledochostomy"," Exploration of common duct"," ",
"5151","03"," Explor CBD"," Exploration of common duct"," ",
"5151","04"," Exploration CBD"," Exploration of common duct"," ",
"5151","05"," Explore CBD"," Exploration of common duct"," ",
"5151","06"," Explore CBD with T-tube"," Exploration of common duct"," ",
"5151","07"," Exlore CBD"," Exploration of common duct"," ",
"5159","01"," Change U-tube"," Incision of other bile duct"," ",
"5159","02"," T-tube CBD drainge"," Incision of other bile duct"," ",
"5159","03"," Tube change"," Incision of other bile duct"," ",
"5159","04"," U-tube change"," Incision of other bile duct"," ",
"516","00",""," Local excision or destruction of bile duct","*",
"5161","00",""," Excision of cystic duct remnant"," ",
"5162","00",""," Excision of ampulla of Vater (with reimplantation of common duct)"," ",
"5163","01"," Cystectomy choledochal cyst"," Other excision of common duct"," ",
"5163","02"," Partial cystectomy choledochal"," Other excision of common duct"," ",
"5164","00"," ERCP"," Endoscopic excision or destruction of lesion of biliary ducts or sphincter of Oddi"," ",
"5169","01"," Bile duct excision"," Excision of other bile duct"," ",
"5169","02"," Cystectomy choledochal duct"," Excision of other bile duct"," ",
"5169","03"," Tumor removal bile duct"," Excision of other bile duct"," ",
"517","00",""," Repair of bile ducts","*",
"5171","00",""," Simple suture of common bile duct"," ",
"5172","00",""," Choledochoplasty"," ",
"5179","01"," Simple suture CBD"," Repair of other bile ducts"," ",
"5179","02"," Suture closed cystic duct stump"," Repair of other bile ducts"," ",
"518","00",""," Operations on sphincter of Oddi","*",
"5181","00",""," Dilation of sphincter of Oddi"," ",
"5182","01"," Sphincterotomy CBD"," Pancreatic sphincterotomy"," ",
"5183","00",""," Pancreatic sphincteroplasty"," ",
"5184","00"," ERCP"," Endoscopic dilation of ampulla and biliary duct"," ",
"5185","00"," ERCP"," Endoscopic sphincterotomy and papillotomy"," ",
"5186","00"," ERCP"," Endoscopic insertion of nasobiliary drainage tube"," ",
"5187","00"," ERCP"," Endoscopic insertion of stent (tube) into bile duct"," ",
"5188","00"," ERCP"," Endoscopic removal of stone(s) from biliary tract"," ",
"5189","00",""," Other operations on sphincter of Oddi"," ",
"519","00",""," Other operations on biliary tract","*",
"5191","01"," Delayed suture gallbladder"," Repair of laceration of gallbladder"," ",
"5191","02"," Suture gall bladder"," Repair of laceration of gallbladder"," ",
"5192","00",""," Closure of cholecystostomy"," ",
"5193","00",""," Closure of other biliary fistula"," ",
"5194","01"," Revise PTBD"," Revision of anastomosis of biliary tract"," ",
"5195","00",""," Removal of prosthetic device from bile duct"," ",
"5196","01"," CBD stone extraction"," percutaneous extraction of common duct stones"," ",
"5196","02"," Removal common duct stone"," percutaneous extraction of common duct stones"," ",
"5197","01"," Balloon cath by ERCP"," Therapeutic endoscopic procedures on biliary tract, oral route","-",
"5197","02"," Balloon dilatation of CBD"," Therapeutic endoscopic procedures on biliary tract, oral route","-",
"5197","03"," Change stent CBD"," Therapeutic endoscopic procedures on biliary tract, oral route","-",
"5197","04"," Dilation balloon CBD"," Therapeutic endoscopic procedures on biliary tract, oral route","-",
"5197","05"," ERCP"," Therapeutic endoscopic procedures on biliary tract, oral route","-",
"5197","06"," ERCP C NB drainage"," Therapeutic endoscopic procedures on biliary tract, oral route","-",
"5197","07"," ERCP C stone extraction CBD"," Therapeutic endoscopic procedures on biliary tract, oral route","-",
"5197","08"," ERCP CBD"," Therapeutic endoscopic procedures on biliary tract, oral route","-",
"5197","09"," ERCP CBD stone"," Therapeutic endoscopic procedures on biliary tract, oral route","-",
"5197","10"," ERCP bile duct"," Therapeutic endoscopic procedures on biliary tract, oral route","-",
"5197","11"," ERCP biliary tract"," Therapeutic endoscopic procedures on biliary tract, oral route","-",
"5197","12"," ERCP gallbladder"," Therapeutic endoscopic procedures on biliary tract, oral route","-",
"5197","13"," ERCP with BD dilate"," Therapeutic endoscopic procedures on biliary tract, oral route","-",
"5197","14"," ERCP with BD dilation"," Therapeutic endoscopic procedures on biliary tract, oral route","-",
"5197","15"," ERCP with BD sphincterotomy"," Therapeutic endoscopic procedures on biliary tract, oral route","-",
"5197","16"," ERCP with CBD exploration"," Therapeutic endoscopic procedures on biliary tract, oral route","-",
"5197","17"," ERCP with remove CBD stone"," Therapeutic endoscopic procedures on biliary tract, oral route","-",
"5197","18"," ERCP with sphincterotomy"," Therapeutic endoscopic procedures on biliary tract, oral route","-",
"5197","19"," ERCP with sphincterotomy CBD"," Therapeutic endoscopic procedures on biliary tract, oral route","-",
"5197","20"," ERCP with stone extraction CBD"," Therapeutic endoscopic procedures on biliary tract, oral route","-",
"5197","21"," ERCP with stone removal"," Therapeutic endoscopic procedures on biliary tract, oral route","-",
"5197","22"," Explor. lap T-tube CBD"," Therapeutic endoscopic procedures on biliary tract, oral route","-",
"5197","23"," Fail ERCP"," Therapeutic endoscopic procedures on biliary tract, oral route","-",
"5197","24"," Insertion stent ampulla"," Therapeutic endoscopic procedures on biliary tract, oral route","-",
"5197","25"," NB drainage"," Therapeutic endoscopic procedures on biliary tract, oral route","-",
"5197","26"," ERCP GS"," Therapeutic endoscopic procedures on biliary tract, oral route","-",
"5197","27"," ERCP,sphincterotomy"," Therapeutic endoscopic procedures on biliary tract, oral route","-",
"5197","28"," ERCP with stent"," Therapeutic endoscopic procedures on biliary tract, oral route","-",
"5197","29"," ERCP removal stone from bile duct"," Therapeutic endoscopic procedures on biliary tract, oral route","-",
"5197","30"," ERCP sith stent cholangio"," Therapeutic endoscopic procedures on biliary tract, oral route","-",
"5197","31"," ERCP with removal stone"," Therapeutic endoscopic procedures on biliary tract, oral route","-",
"5197","32"," Explore CBD,T-tube insertion"," Therapeutic endoscopic procedures on biliary tract, oral route","-",
"5197","33"," ERCP with Sphincterotomy"," Therapeutic endoscopic procedures on biliary tract, oral route","-",
"5197","34"," ERCP,stent"," Therapeutic endoscopic procedures on biliary tract, oral route","-",
"5197","35"," ERCP,explore CBD"," Therapeutic endoscopic procedures on biliary tract, oral route","-",
"5197","36"," ERCP with remove stone"," Therapeutic endoscopic procedures on biliary tract, oral route","-",
"5197","37"," ERCP,remove CBD stone"," Therapeutic endoscopic procedures on biliary tract, oral route","-",
"5197","38"," ERCP,sphincterotomy,CBD stone removal"," Therapeutic endoscopic procedures on biliary tract, oral route","-",
"5197","39"," ERCP with explore CBD"," Therapeutic endoscopic procedures on biliary tract, oral route","-",
"5197","40"," ERCP with CBD stent"," Therapeutic endoscopic procedures on biliary tract, oral route","-",
"5197","41"," ERCP with Sphincterotomy with Removal CBD stone"," Therapeutic endoscopic procedures on biliary tract, oral route","-",
"5197","42"," ERCP,bile duct dialation"," Therapeutic endoscopic procedures on biliary tract, oral route","-",
"5197","43"," ERCP C splinterotomy CBD"," Therapeutic endoscopic procedures on biliary tract, oral route","-",
"5197","44"," ERCP with stone removal with Biliary stent"," Therapeutic endoscopic procedures on biliary tract, oral route","-",
"5197","45"," Internal stent bide duct"," Therapeutic endoscopic procedures on biliary tract, oral route","-",
"5198","01"," PTBD"," Other percutaneous procedures on biliary tract"," ",
"5198","02"," Revise PTBD"," Other percutaneous procedures on biliary tract"," ",
"5198","03"," Revised PTBD"," Other percutaneous procedures on biliary tract"," ",
"5198","04"," Lt PTBD"," Other percutaneous procedures on biliary tract"," ",
"5199","01"," Change PTBD"," Biliary tract op NEC"," ",
"5199","02"," T-tube replacement biliary tract"," Biliary tract op NEC"," ",
"520","00",""," Pancreatotomy","*",
"5201","01"," External drainage pancreas"," Drainage of pancreatic cyst by catheter"," ",
"5201","02"," Pancrease drainage percutaneous"," Drainage of pancreatic cyst by catheter"," ",
"5209","00",""," Other pancreatotomy"," ",
"521","00",""," Diagnostic procedures on pancreas","*",
"5211","00",""," Closed [aspiration] [needle] [percutaneous] biopsy of pancreas"," ",
"5212","01"," Biopsy pancreas"," Other biopsy of pancreas"," ",
"5212","02"," Biopsy pancreatic"," Other biopsy of pancreas"," ",
"5212","03"," Pancreatic BX"," Other biopsy of pancreas"," ",
"5212","04"," Wedge biopsy of pancrease"," Other biopsy of pancreas"," ",
"5213","00"," ERCP"," Endoscopic retrograde pancreatography [ERP]"," ",
"5214","00"," ERCP"," Closed [endoscopic] biopsy of pancreatic duct"," ",
"5219","00",""," Other diagnostic procedures on pancreas"," ",
"522","01"," Partial cyst excision pancreas"," Local excision or destruction of pancreatic lesion"," ",
"522","02"," Tumor removal pancreas"," Local excision or destruction of pancreatic lesion"," ",
"5221","00"," ERCP"," Endoscopic excision or destruction of lesion or tissue of pancreatic duct"," ",
"5222","00",""," Other excision or destruction of lesion or tissue of pancreas or pancreatic duct"," ",
"523","00",""," Marsupialization of pancreatic cyst"," ",
"524","01"," Roux en-y pseudocystojejunostomy"," Internal drainage of pancreatic cyst"," ",
"525","00",""," Partial pancreatectomy","*",
"5251","00",""," Proximal pancreatectomy"," ",
"5252","01"," Distal pancreatectomy"," Distal pancreatectomy"," ",
"5252","02"," Explore,tumor removal,distal pancreastectomy"," Distal pancreatectomy"," ",
"5252","03"," Distal pancreatectomy (tail)"," Distal pancreatectomy"," ",
"5253","01"," Subtotal pancreatectomy"," Radical subtotal pancreatectomy"," ",
"5259","00",""," Other partial pancreatectomy"," ",
"526","01"," Pancreatectomy"," Total pancreatectomy"," ",
"526","02"," Pancreatic necrosectomy"," Total pancreatectomy"," ",
"526","03"," Pancreaticoduodenectomy"," Total pancreatectomy"," ",
"526","04"," Pancreato duodenectomy"," Total pancreatectomy"," ",
"526","05"," Total pancreatectomy"," Total pancreatectomy"," ",
"526","06"," Near total pancreatectomy (95%)"," Total pancreatectomy"," ",
"527","01"," Pancreatoduodenectomy"," Radical pancreaticoduodenectomy"," ",
"527","02"," Whipple operation"," Radical pancreaticoduodenectomy"," ",
"527","03"," Whipple's operation"," Radical pancreaticoduodenectomy"," ",
"527","04"," Whipple pancreaticoduodenectomy"," Radical pancreaticoduodenectomy"," ",
"528","00",""," Transplant of pancreas","*",
"5280","00",""," Pancreatic transplant, not otherwise specified"," ",
"5281","00",""," Reimplantation of pancreatic tissue"," ",
"5282","00",""," Homotransplant of pancreas"," ",
"5283","00",""," Heterotransplant of pancreas"," ",
"5284","00",""," Autotransplantation of cells of Islets of Langerhans"," ",
"5285","00",""," Allotransplantation of cells of Islets of Langerhans"," ",
"5286","00",""," Transplantation of cells of Islets of Langerhans, not otherwise specified"," ",
"529","00",""," Other operations on pancreas","*",
"5291","01"," Endoscopic retrograde cannulation of pancreatic duct"," Endoscopic retrograde cannulation of pancreatic duct (ERCP)","-",
"5291","02"," ERCP with pancreatic sphincterotomy"," Endoscopic retrograde cannulation of pancreatic duct (ERCP)","-",
"5291","03"," ERCP with stent pancreas"," Endoscopic retrograde cannulation of pancreatic duct (ERCP)","-",
"5291","04"," ERCP with stone extraction pancreas"," Endoscopic retrograde cannulation of pancreatic duct (ERCP)","-",
"5291","05"," Explore C ERCP pancreas"," Endoscopic retrograde cannulation of pancreatic duct (ERCP)","-",
"5291","06"," Insertion N-J tube"," Endoscopic retrograde cannulation of pancreatic duct (ERCP)","-",
"5291","07"," RCP pancreas"," Endoscopic retrograde cannulation of pancreatic duct (ERCP)","-",
"5291","08"," ERCP pancreatic"," Endoscopic retrograde cannulation of pancreatic duct (ERCP)","-",
"5291","09"," ERCP liver"," Endoscopic retrograde cannulation of pancreatic duct (ERCP)","-",
"5291","10"," ERCP pancreas"," Endoscopic retrograde cannulation of pancreatic duct (ERCP)","-",
"5291","11"," ERCP"," Endoscopic retrograde cannulation of pancreatic duct (ERCP)","-",
"5291","12"," ERCP with sphincterotomy"," Endoscopic retrograde cannulation of pancreatic duct (ERCP)","-",
"5291","13"," ERCP,retain N-G tube"," Endoscopic retrograde cannulation of pancreatic duct (ERCP)","-",
"5292","00",""," Other cannulation of pancreatic duct"," ",
"5293","00",""," Endoscopic insertion of stent (tube) into pancreatic duct"," ",
"5294","00",""," Endoscopic removal of stone(s) from pancreatic duct"," ",
"5295","00",""," Other repair of pancreas"," ",
"5296","01"," Pancreaticojejunostomy"," Anastomosis of pancreas"," ",
"5297","00",""," Endoscopic insertion of nasopancreatic drainage tube"," ",
"5298","00",""," Endoscopic dilation of pancreatic duct"," ",
"5299","00",""," Pancreatic operation NEC"," ",
"530","00",""," Other unilateral repair of inguinal hernia","*",
"5300","01"," Herniorrhaphy inguinal"," Unilateral repair of inguinal hernia, not otherwise specified"," ",
"5300","02"," Lt herniotomy inguinal"," Unilateral repair of inguinal hernia, not otherwise specified"," ",
"5300","03"," Rt herniotomy inguinal"," Unilateral repair of inguinal hernia, not otherwise specified"," ",
"5300","04"," Herniotomy Rt inguinal"," Unilateral repair of inguinal hernia, not otherwise specified"," ",
"5301","01"," Bassini herniorrhaphy DIH"," Other and open repair of direct inguinal hernia"," ",
"5301","02"," Herniorrhaphy DIH"," Other and open repair of direct inguinal hernia"," ",
