"Payer","ชื่อหน่วยงาน","สิทธิ","ประเภท","จังหวัด","ชื่อย่อ"
"51223","สำนักงานเทศบาลตำบลพรหมพิราม","AR",001,"พิษณุโลก","เทศบาล"
"51225","องค์การบริหารส่วนจังหวัดสุโขทัย","AR",001,"สุโขทัย","อบจ."
"51226","องค์การบริหารส่วนตำบลทุ่งลูกนก","AR",001,"นครปฐม","อบต."
51624,"องค์การบริหารส่วนจังหวัดบุรีรัมย์","AR",001,"บุรีรัมย์","อบจ."
"51235","สำนักงานเทศบาลตำบลพลวง","AR",001,"จันทบุรี","เทศบาล"
"51146","องค์การบริหารส่วนตำบลโพนเมือง","AR",001,"ร้อยเอ็ด","อบต."
"50455","องค์การบริหารส่วนตำบลหนองห้าง","AR",001,"กาฬสินธุ์","อบต."
"50083","สำนักงานเทศบาลตำบลโคกกรวด","AR",001,"นครราชสีมา","เทศบาล"
"50084","สำนักงานเทศบาลตำบลเทพกระษัตรี","AR",001,"ภูเก็ต","เทศบาล"
"50085","สำนักงานเทศบาลนครภูเก็ต","AR",001,"ภูเก็ต","เทศบาล"
"50086","องค์การบริหารส่วนจังหวัดนครราชสีมา","AR",001,"นครราชสีมา","อบจ."
"50071","องค์การบริหารส่วนตำบลหัวสำโรง","AR",001,"ฉะเชิงเทรา","อบต."
51625,"องค์การบริหารส่วนจังหวัดอุดรธานี","AR",001,"อุดรธานี","อบจ."
"50072","สำนักงานประปาสุพรรณบุรี","AR",004,"สุพรรณบุรี","กปภ."
"50073","สำนักงานเทศบาลเมืองสองพี่น้อง","AR",001,"สุพรรณบุรี","เทศบาล"
"50074","องค์การบริหารส่วนตำบลหนองปลาหมอ","AR",001,"ขอนแก่น","อบต."
"50075","สำนักงานเทศบาลตำบลโพนทราย","AR",001,"ร้อยเอ็ด","เทศบาล"
"50076","องค์การบริหารส่วนตำบลบึงชำอ้อ","AR",001,"ปทุมธานี","อบต."
"50077","องค์การบริหารส่วนตำบลไผ่ขวาง","AR",001,"สระบุรี","อบต."
"50078","องค์การบริหารส่วนตำบลหลักแก้ว","AR",001,"อ่างทอง","อบต."
"50079","องค์การบริหารส่วนตำบลตำมะลัง","AR",001,"สตูล","อบต."
"50081","การประปาส่วนภูมิภาคสาขารังสิต","AR",004,"ปทุมธานี","กปภ."
"50067","สถานกงสุลเบลเยี่ยม",,,"กรุงเทพมหานคร","กงสุล"
"51716","บริษัท เอสซีจี เคมิคอลส์ จำกัด","AR",003,"กรุงเทพมหานคร","SCG"
"50069","การไฟฟ้าส่วนภูมิภาคอำเภอขุนหาญ","AR",004,"ศรีสะเกษ","กฟภ."
"50062","องค์การบริหารส่วนตำบลท่าชัย","AR",001,"ชัยนาท","อบต."
51626,"องค์การบริหารส่วนจังหวัดหนองคาย","AR",001,"หนองคาย","อบจ."
"50063","องค์การบริหารส่วนตำบลคลองสาม","AR",001,"ปทุมธานี","อบต."
"50064","ธนาคารไทยพาณิชย์ จำกัด(มหาชน)","AR",003,"กรุงเทพมหานคร","ธนาคาร"
"50065","สำนักงานเทศบาลเมืองเลย","AR",001,"เลย","เทศบาล"
